file,page,text
output_mixed_1a_redacted.pdf_ocr_output.csv,30,"40 Lambeth 2030 Our Future, Our Lambeth Our Partnership Commitment Lambeth 2030 sets out a borough commitment to work in partnership, harnessing what makes Lambeth special. Achieving our shared vision and ambitions for the future can only be done together. This is a call to action for a collective approach to creating a borough fit for the future. Lambeth will be a borough of partnership - where Lambeth Council institutions, businesses, residents, community Health and Wellbeing Board groups and organisations and strategic partnerships Safer Lambeth Partnership work together to solve the biggest challenges facing the borough. Lambeth Together South East London Integrated Care Board Importantly, we want Lambeth partnerships to be Black Thrive Partnership inclusive and representative. This is reflected in the Lambeth BIDS establishment of two new strategic partnerships: the Lambeth 2030 Partnership, which will oversee Lambeth Forum Network the delivery of our ambitious borough plan; and Lambeth Community Hubs Network the Lambeth United Equity and Inclusion Lambeth Sanctuary Forum Partnership, leading our work to become a Kings College London borough of equity and justice. Both partnerships will work with existing forums and collaborations, to London South Bank University make Lambeth the best borough it can be. Metropolitan Police Climate Partnership Group Some of the borough's key organisations, Air Quality Forum partnerships and forums working together for a better Lambeth: Lambeth is lucky enough to have hundreds more groups and organisations, from grassroots to those with a global profile, working to make a difference for Lambeth. We continue to be led by pioneering individuals, driven by their love for the borough. Lambeth 2030 is not a future for some of us - but a future for all of us. Let's do this together. This is Our Future; This is Our Lambeth."
output_mixed_2_redacted.pdf_ocr_output.csv,1,"L1 SIM ATT A MAP CAM B LS H.F ANT C IR COVER D UV COVER E 10/21/27 COVER/POS + +X FWD 0 CLOSED 0 RETR 0 CLOSED 0 CLOSED - -X FWD 1 OPEN/EXTD 1 EXTD 1 OPEN 1 OPEN * NON SIM 2 OPEN/RETR EMERGENCY F MAP CAM/ G LS H IR I UV J L2 PAN CAM LASER ALTM 0 OFF/STBY 0 OFF/OFF 0 OFF 0 OFF 0 OFF 1 PWR/STBY 1 STBY/OFF 1 HF MODE 1 ON 1 ON 2 PWR/OPERATE 2 ON/ON 2 VHF MODE 3 BOOST/STBY 3 STBY/ON 3 RECV ONLY 4 ON/OFF 4 STBY 5 ON(IMC-OFF) /OFF USUAL CONFIGURATIONS PRE - SPS BURN PREP (*0000) SLEEP (+0011) or (+0111) MIN POWER ( 0000) (31000) or (31011) (01011) (00000) SIM BAY SECURE ( 0000) or ( 0001) (Dumps, Thermal, Thrusters) (01011)"
output_mixed_2_redacted.pdf_ocr_output.csv,2,"Lambeth 2036 OUR FUTURE, OUR LAMBETH UNDERGROUND ROUND NDERGR DIVERSITY THEOLDVIC Lambeth"
output_mixed_2_redacted.pdf_ocr_output.csv,3,"Early Printed, Science, Medicine Natural History, Travel & Exploration Cartography, Literature, Americana, Art Books & Prints ROOTENBERG RARE BOOKS & MANUSCRIPTS P.O. Box 5049 Sherman Oaks, CA. 91403 P.O. Box 51072 Durham, NC 27717 818.788-7765 blroot@rootenbergbooks.com TOTAL yes AB AA www.rootenbergbooks.com on ENGLISH BOOKS 1600-1900 Rare and unusual English antiquarian books, pamphlets and printed ephemera in most fields English novels and poetry; the Romantics; economics and social history; philosophy; language; courtesy books, education and early juveniles; books by and relating to women; Continental Britannica JAMES BURMESTER Pipley Old Farm, Upton Cheyney, Bristol BS30 6NG Tel: 0117 932 7265 E-mail: james.burmester@btconnect.com Visitors welcome by appointment 189"
output_mixed_2_redacted.pdf_ocr_output.csv,4,"26 I Lambeth 2030 Our Future, Our Lambeth Lambeth 2030 Our Future impacting lifelong health - this needs to change now. the forefront of Lambeth's partnerships and strategies; Whilst we have an array of programmes underway as highlighted in the Health and Wellbeing Strategy, to clean up Lambeth's air, the work we do with SO it is a place where all people can experience good our partners and local communities will need to health and wellbeing and where healthy life expectancy go further and act more quickly in order to achieve is improved for those groups within the population our objectives. whose outcomes are the poorest. Healthy active lives Central to our collective approach is ensuring that every Lambeth resident has the best start in life. Through our local partnerships, we will develop safe Good health and wellbeing are fundamental to us and secure places for young people and children leading full and rewarding lives and it is our ambition to socialise and develop their personal skills, that Lambeth is a place where people are able and through supporting positive emotional health and supported to have this. wellbeing including helping our most disadvantaged However, we know across Lambeth the benefits young people with access to sports facilities and training programmes. of good physical, mental and social wellbeing are not being felt by everyone. Healthy life expectancy Alongside our vision that all young people have the unfairly differs in different areas of the borough, with best start is that we enable our residents of all ages the poorest communities and those from Black, to live fulfilling and rewarding lives. Our residents must Asian and Multi-Ethnic backgrounds having the worst have access to high-quality health and leisure services outcomes across a wide range of health measures. and by working with our health partners, businesses and by recognising the value of community groups Through our Lambeth Together Care Partnership, in supporting better health, we will focus on the bringing together the NHS, local authority, the prevention of long-term conditions and support voluntary sector and others, we are focussed on those at risk of physical and/or mental health issues improving health and wellbeing in Lambeth and to access the right early help and resources. This reducing inequalities for people in Lambeth through requires a whole systems approach and a focus to an integrated health and care system. We must continue to work collectively and draw on our shared support our most vulnerable by developing inclusive intelligence about the borough, listen to local people and innovative programmes and sports partnerships across health, leisure and a range of activities. As to understand the needs of their communities and build our understanding of what really works to tackle part of this, we will create environments that promote active travel, physical activity and healthy choices. health inequalities. Lambeth is working together in From increasing spaces for people to connect around partnership, with action already underway, connecting their health, as well as their areas and communities to us together and enabling us to address these challenges and better understand the impact of wider improving the availability and consumption of healthy and affordable food in Lambeth, there are remarkable determinants of health such as housing, the economy, solutions happening across the borough to help employment and the environment on local inequalities, people flourish. with a clear focus on prevention. It is through this continued cross-organisational working and civic involvement that we can put health and wellbeing at"
output_mixed_2_redacted.pdf_ocr_output.csv,5,"16 Lambeth 2030 Our Future, Our Lambeth Lambeth 2030 Our Future, Our Lambeth 17 DIVERSE SAFE BOROUGH AREAS VIBRANT PARKS Our Future, Our Lambeth CARE FAIR FRIENDLY INCLUSIVE PEOPLE Our Vision Statement WELCOMING THRIVING Lambeth - a borough with social and climate justice at its heart. By harnessing the power and pride of our GREEN SPACES PARKS LAMBETH people and partnerships, we will proactively tackle SPACES inequalities so that children and young people can have the best start in life and so everyone can feel safe and SUSTAINABLE AFFORDABLE SHOPS thrive in a place of opportunity. LOCAL OPPORTUNITY Our Commitments Our 2030 Ambitions The vision Our Commitments for Lambeth The Golden Thread - A Borough of Equity and Justice for Lambeth 1. We get the basics right and deliver great Through listening and building on what we already public services that fit what people need know, we've created a vision for the future of 1. Making Lambeth Neighbourhoods To deliver this vision requires individual and collective - Lambeth that's rooted in what people want. This is a We will take a one borough approach to deliver Fit for the Future vision that belongs to everyone. commitment and action. This means the Council and our services consistently and well Lambeth's communities and organisations coming 2. Making Lambeth One of the Safest Achieving this future vision of Lambeth comes down together and standing as one to transform the ways 2. People have a say and stake in the decisions Boroughs in London to all of us. We are all connected, and we all have a we work. that matter stake in Lambeth to make it the best place to live, - We will be a listening and open borough that 3. Making Lambeth A Place We Can All work and visit in the UK. By listening to our communities, understanding their recognises and values our community voices Call Home experiences, and aligning our priorities with theirs, we From our conversations we know people agree with a can build confidence between Lambeth's institutions, 3. We work together in partnership, to harness group of core priorities and ambitions for the future of businesses, community groups and organisations, what makes Lambeth special Lambeth. They are ready to come together and bring and residents, and we can ensure that the changes - We will collaborate with our people and partners this vision to life, and there is also strong support in we make, and the partnerships we form, are all to innovate and implement together the shift towards taking a longer-term view, SO that we contributing to improving the lives of those who live, are ready for the unforeseen challenges of the future. work, learn and visit our borough. 4. We are accessible, transparent and we stand up to challenges - We will focus on what our residents want and be honest about what we can and can't do, whilst being courageous to take bold action"
output_mixed_2_redacted.pdf_ocr_output.csv,6,FLIGHT PLAN MCC-H 0753 CST NOTES 59:00 LMP DON BIOMED HARNESS DAP LOAD STATUS (21101 ) ( 1111) P52 IMU REALIGN :10 N71: NO5: N93: X :20 CHECK LMP BIOMED Y CDR DOFF BIOMED HARNESS Z GET : S PTC 59:30 T D GET=60:00 FOV=5° N SUN :40 P52 (OPTION 3) Dark area (PTC ORIENT) of Moon Copernicus 4/1 :50 REPORT: GYRO TORQUING ANGLES Celestial North GDC ALIGN Archimedes Sea of Serenity (21111) V48 (21111) ( 1111) (_1111) CHARGE BATTERY B 60:00 MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 FINAL (12/6) 10/23/72 59:00 - 60:00 4/TLC 3-54 FLIGHT PLANNING BRANCH
output_mixed_2_redacted.pdf_ocr_output.csv,7,MCC-H 1853 CST LM FLIGHT PLAN 166:00 CDR LMP STATION #8 (CONT) NOTES +3:20 :10 +3:30 :20 +3:40 166:30 T D-L N +3:50 DRIVE TO STATION #9 :40 +4:00 :50 +4:10 #9 DOCUMENTED SAMPLES OBSERVATIONS & PHOTOS 167:00 MISSION EDITION APOLLO 17 DATE FINAL (12/6) TIME +4:20 10/23/72 DAY/REV 166:00 - 167:00 PAGE FLIGHT PLANNING BRANCH 8/40 3-232
output_mixed_2_redacted.pdf_ocr_output.csv,8,"Work And Education What is work? Work can be paid employment (either self-employed or employed by a company), or something you do on a voluntary basis. Voluntary work can include looking after children or a loved one regularly or working for a local charity. You might be retired, but still take part in community activities, or you might be a student going to school, college or university. Employment, work or education can be meaningful and important in different ways. Work can be a way of making money, but it can also be something that gives you enjoyment, pride, and it can make you feel good about yourself. Not being in work, or not being able to manage at work for whatever reason, can be scary. This section will focus on getting you back to paid work, but it should also be useful if you go to school, college or university, or if you volunteer. What to do while you are off work: While you are off work there are a few things you need to do: Keep in touch with your employer and/or line manager. Find out about your workplace sickness absence policy. Know what your rights and responsibilities are about staying in contact with your line manager. Speak to your employer about what sickness benefits you may be able to get. Ask your employer if you will still be getting paid in full, or just getting Statutory Sick Pay (SSP). Speak to your line manager about being referred to occupational health (if your workplace has one). If you are getting Statutory Sick Pay, it is useful to ask your employer and/or line manager how long this will last for. For more information about other benefits or to get advice about income maximisation, please visit the following website: https://www.gov.uk/browse/benefits What to do when you feel ready to go back to work: If you are off for 7 or less days you can self-certify for this period (you might need to fill in a form). If you have been off for more than 7 days, you will need to get a fit note from your healthcare professional, usually your GP. For more information, please visit: https://www.gov.uk/taking-sick-leave Speak to your employer and/or line manager before you go back to work to plan your return. Make a plan (if possible) of what you will be expected to do when you return to work. Remember all your coping strategies in your tool box and use then when you need them. 66 Long Covid Workbook"
output_mixed_2_redacted.pdf_ocr_output.csv,9,TABLE 2-3 (12/6) CSM COVERAGE BY STDN STATIONS USING 85 FT/210 FT DISH ANTENNA 9/28/12 GOLDSTONE *PARKS HONEYSUCKLE MADRID *GOLDSTONE (GDS) (PKS) (HSK) (MAD) (MAR) AOS LOS AOS LOS AOS LOS AOS LOS AOS LOS 01:29 01:33 01:00 01:05 EARTH ORBIT 03:00 03:06 03:01 03:05 TLI (3:21) 04:05 08:26 15:17 25:09 07:54 16:59 15:52 24:34 19:35 33.27 TRANSLUNAR 22:15 30:58 22:15 30:58 COAST 32:07 41:52 39:28. 49:41 40:00 49:08 46:40 55:08 44:06 57:35 63:30 73:54 56:09 66:10 64:02 73:22 70:50 79:11 68:18 81:36 LOI (88:56) 87:28 88:44 80:08 88:44 87:59 88:44 TEI (236:40) 242:38 252:30 245:42 249:33 236:52 247:40 250:45 265:01 258:25 272:24 258:56 271:52 TRANSEARTH 270:22 272:53 266:52 276:17 COAST 274:34 289:38 282:17 297:25 282:50 296:43 291:48 299:12 298:15 303:49 EI (304:18) * 210 FT DISH ANTENNA
output_mixed_2_redacted.pdf_ocr_output.csv,10,"Pace It is important to balance activity with rest. You may need to rest during activity and allow yourself some extra time to finish what you are doing. Pacing will help you have enough energy to manage your daily activities. It will help you recover faster if you work on a task until your battery is half full rather than empty. Slow and steady wins the race! Finding a healthy balance can be quite difficult, as on some days you will have more energy than others. Make sure to rest on both 'good' and 'bad' days, and rest before you feel fatigued. Top tips for pacing yourself during the day: Break up activities into smaller tasks Use the phone or internet rather than going out Spread tasks throughout the day Build in regular rest periods Plan to rest and recharge between activities Set an alarm (on your phone) to remind you to stop and rest Sit and rest when you can Position Having good postures and comfortable body positions when carrying out tasks (including resting) is really important to help you save energy. For example, sitting in a supportive armchair when watching TV or leaning your hips against the kitchen worktop when washing the dishes. Good posture lowers the amount of energy needed, as muscles don't need to work as hard. If possible avoid stretching, over-reaching and bending down. Think about how you sit and stand during the day - can you change your posture or position to stop you getting uncomfortable? Top tips to improve your posture during the day: Get closer to a task to avoid over-stretching Use both hands when lifting and carrying Keep frequently used items close together (tea and coffee near the kettle) Slide items along work surfaces Sit down to do tasks if you can (peeling potatoes over a bowl on the table, or sitting on the toilet when brushing your teeth) Use gravity to help you - allow something to fall rather than place it on the floor Permission Allow yourself NOT to do tasks that make you breathless and fatigued. It is OK to say NO, and also OK to ask for help from family or a friend when you are finding things tough. Show them your activity diary so they get an idea of what you can manage. Tell them what you need help with. Instead of thinking 'I must' or 'I should', try to change your thinking to 'I choose to', 'I would like to' or 'I wish to'. Don't force yourself to do too much and stop and rest if you are getting too puffed out or tired. 10 Long Covid Workbook"
output_mixed_2_redacted.pdf_ocr_output.csv,11,"THE MARVELLOUS MONSIEUR SARDOU Théâtre LONGLE VAUDEVILLE QUADRILLE AMERICAN 6. BOURD EAU 4:50 Chef d Orchestre du Theâtre du Vaudeville Time AU MÉNESTREL R Y Kull Virisone HEUGELAC Roya Taus Pars Jules Chéret. L'Oncle Sam. Lithograph, 1873. Sardou's satire was banned in Paris, and it debuted in New York as Uncle Sam (Swann Galleries). to change the title from the original La Devote, triumphed in the end when the play was a big success. His next work, Patrie! (1869), his first serious drama, was another huge success that was turned into an opera in 1886 and later, two films (1917 and 1946). Set in Brussels in 1568 during the Flemish revolt against the Duke of Alba and Spain, it is considered by many critics to be his best play; Victor Hugo, whom Sardou had SO long admired, wrote to Sardou, calling it 'Votre oeuvre triomphante, Patrie!'24 That summer Sardou received a letter informing him of his nomination to the Légion d'honneur as a Chevalier. In 1872, Sardou married for the second time. Doing research on the decor for Marly, he met Eudore Soulié (1817-1876), the chief 24. Georges Mouly, La Vie Prodigieuse de Victorien Sardou, p. 257- 25. The Legion d'honneur, the highest decoration in France, is divided into five de- grees: Chevalier (Knight), Officier (Officer), Commandeur (Commander), Grand Officier (Grand Officer) and Grand Croix (Grand Cross). 35"
output_mixed_2_redacted.pdf_ocr_output.csv,12,"SOKOL BOOKS 239a Fulham Road London SW3 6HY Tuesday-Saturday, 11am-7pm 0207 499 5 5571 (office) 0207 351 5119 (shop) Specialists in early printed books and manuscripts www.sokol.co.uk books@sokol.co.uk 3"
output_mixed_2_redacted.pdf_ocr_output.csv,13,"Post Exertional Response (PESE and PEM) It is common for your symptoms to get worse after you do something that uses energy. It is also often called Post Exertional Malaise, PEM, Your symptoms getting worse after you use energy on something (also but technically this only called exertion) is called Post Exertional Symptom Exacerbation, refers to the symptom of PESE. For some people this can mean that their 'normal' symptoms fatigue become worse. In other more severe cases, it can feel like you have Covid-19 again. These symptoms can really affect how you are able to recover from Covid. We will help make you aware of how to recognise it and give you advice on how to manage this. For many PESE causes the tricky problem of to exercise or not to exercise'. The following two questions may help you find out if you experience PESE: Symptoms 1. Do you experience severe fatigue (extreme tiredness), with at often worsen least 3 symptoms in the categories below? a) feel unwell 12 to 48 hours b) feel weak after activity c) don't sleep well it can last for days, weeks or even months sleep disturbance d) have pain fatigue and exhaustion 2. Does it take a day or more to recover if you have had to use a lot of pain 'Brain Fog' energy? Heart palpitations Fever/ high tempreture If the answer to both questions is yes, then you may have PESE When people with fatigue do too much, or use up all their available energy supplies, they stop being able to carry out activities. This is not improved with a long rest or a good sleep. For some people, this means that they are unable to work or carry out household tasks without making their symptoms worse. In some severe cases, the things that our bodies normally do such as: digestion, heartbeat and breathing, can make symptoms worse. Post-exertional symptom People with fatigue and PESE are thought to have a change in the exacerbation (PESE) way their energy is made. So, the normal way that we produce energy through using oxygen is reduced (aerobic fitness), and the Is a symptom that can be very disruptive and often described as a 'crash'. The body tries to produce energy in another way instead (this is called activity that triggers this to start off does anaerobic fitness). This is not as fast at giving you energy, so you not need to be a hard or big activity. will get tired quicker. It takes much longer for your energy levels to It can be something that was recover if you have fatigue, so your symptoms might last longer. previously normal to you, like: socialising Reading, writing or working An emotionally heavy conversation Daily activity showering, doing the dishes Sensory environments (loud music or bright lights) Walking or other exercise 16 Long Covid Workbook"
output_mixed_2_redacted.pdf_ocr_output.csv,14,2-12 10/23/72 TABLE 2-9 (CONT) CSM BURN/EVENT SCHEDULE BURN/ GET I (HR:MIN) AVT ULLAGE RESULTANT REFSMMAT DATE/ EVENT BURN TIME (FPS) BT HA/HP(NM) CST TEI 236:39:51.1 3045.7 4 JETS TEI -- DEC 16 SPS 2 MIN 22.2 SEC 12 SEC 17:33 MCC-5 253:40 Nom -- PTC -- DEC 17 Zero 10:33 MCC-6 282:18 Nom -- PTC -- DEC 18 Zero 15:11 MCC-7 301:18 Nom -- ENTRY -- DEC 19 Zero 10:11 EI 304:18:0.5 NO -- ENTRY -- DEC 19 BURN 13:11 SPLASH- 304:31:10.5 NO -- ENTRY -- DEC 19 DOWN BURN 13:24
output_mixed_2_redacted.pdf_ocr_output.csv,15,FLIGHT PLAN MCC-H 2253 CST 290:00 NOTES SIM EXP STATUS (*0001) (00001) :20 DAP LOAD STATUS (11101) (01111) :40 S T 291:00 REST PERIOD D UV/PTC N (8 HOURS) GALACTIC SCAN :20 :40 292:00 MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 FINAL (12/6) 10/23/72 290:00 - 292:00 13/TEC 3-398 FLIGHT PLANNING BRANCH
output_mixed_2_redacted.pdf_ocr_output.csv,16,"WORKING TOOLS ALMOST DAILY IN DEMAND Nichols could provide useful materials for his work. In February 1780 he asked to borrow the last edition of Hughes's Letters; and hoped Nichols would get 'Dennis upon Blackmore, and upon Cato, and anything of the same writer against Pope'. 36 In May he asked for the Oxford and Cambridge Miscellany Poems edited by Elijah Fenton and Sir Richard Blackmore's Essays upon Several Subjects37 and later the same year, impressed by Nichols's ability to track down rare books, Johnson asked him to find an edition of Prior's works published in 1740. 38 Other borrowers included Joseph Banks, who borrowed The Craftsman in 179539 and Joseph Warton, who bor- rowed William Bowyer's copy of the works of Alexander Pope in ten volumes in 1797. 40 But some books were not for loan: in 1805, when Samuel Pipe Wolferstan, a key helper in Nichols's History of Leicestershire, asked to borrow Thomas Hearne's 1774 edition of the Black Book of the Exchequer, he was told that it was interleaved with notes and too valuable to lend, but that he was welcome to consult it when next in London.41 Nichols was wise to be wary because not everything was safely re- turned. In 1797 John Baker Holroyd, Ist Earl of Sheffield, returned William Lambarde's Perambulation of Kent and Thomas Philpot's Villari Cantianum which Nichols had lent to Edward Gibbon in 1793 but which were found at Sheffield Park after Gibbon's death in 1794. In 1817 Francis Astley, rector of Manningford Abbots, Wiltshire, offered to recompense Nichols for injury done to a volume of the Antiquarian Repertory which had lost its cover having fallen to 36. Gentleman's Magazine 1785, p. 10, NAD8975, Samuel Johnson to John Nichols, February 1780. 37. British Library Add. MS. 5159 fo. 21 NAD513 Samuel Johnson to John Nichols, 24 May 1780; Add. MS. 5159 fo. IS, Samuel Johnson to John Nichols, May 1780 NAD8930. 38. British Library Add. MS. 5159f0.10 NAD8926, Samuel Johnson to John Nichols, 1780. 39. Literary Illustrations, vol. 4, p. 698, NAD11010, Sir Joseph Banks to John Nichols, 19 July 1795. 40. Literary Anecdotes, vol. 6, p. 174, NAD9216, Joseph Warton to John Nichols, I3 September 1797. 41. Leicestershire Record Office, DE6308/28, NAD8043, John Nichols to Samuel Pipe Wolferstan, II September 1805. 99"
output_mixed_2_redacted.pdf_ocr_output.csv,17,FLIGHT PLAN MCC-H 2153 CST NOTES 49:00 DAP LOAD STATUS (21101) ( 1111) :20 :40 S 50:00 T REST PERIOD D (8 HOURS) PTC N :20 :40 51:00 MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 FINAL (12/6) 10/23/72 49:00 - 51:00 3/TLC 3-48 FLIGHT PLANNING BRANCH
output_mixed_2_redacted.pdf_ocr_output.csv,18,"PUT OFF YOUR WORRY Worrying is normal, but it can become a problem if: It happens a lot. Putting off worry does not aim You can't stop worrying. to get rid of a thought. Instead, by setting You worry about things that have not a specific worry time, we allow ourselves time happened yet. This means they cannot be to express our worries and find solutions. solved at the moment. Knowing that our worries will be looked at When you worry for a long time or when you during our worry time also gives us the space worry a lot - this can make you more nervous and time to spend the rest of our day in the and make you worry even more. In turn this may present moment, enjoying our activities stop you from positive thinking and action. When a worry thought pops into our head we tend to do two things: 1. We pull it closer - We keep thinking about what makes us worry, hoping to solve it. Instead, because our worry has not happened yet, or may never happen, we get stuck in having negative thoughts about the future that we cannot control or solve. 2. We push it away. We try to get rid of the worry by telling ourselves to stop thinking about it! It seems that the more we try to push it away and not think about it the stronger the worry comes back. What if I told you to not think of a pink elephant? The first thing you probably did was start imagining a pink elephant! It's the same if we try not to think about the thing that is worrying us. No matter which of these two things you do it is very likely that both will stop you from thinking about your day-to-day activities and the things you like doing. So rather than trying to pull it closer or push it away try to put off thinking about your worry for a while. HOW DO I PUT OFF MY WORRY? Set a worry time Set a time during the day to think about your worries. This could be anytime during the day for any set length of time (Try no more than an hour). Don't do it too close to bedtime as it might stop you from sleeping. Put-off During the day, if you notice a worry popping into your head, instead of pushing it away or pulling it closer, you can let the thought come into your head. Then tell yourself you will put off thinking about it for now and give your attention to it during worry time. You can say to yourself something like 'I just had a worry thought of This is okay. I will let it go for now and I will come back to it during my worry time'. Once you decide to put off your worry, bring your attention back to the present moment and the thing you were doing. If another thought or the same thought pops into your head, put it off again. You can also write your worry in a notepad for you to remember later. During worry time Think about the worries you had during the day and focus on the ones that are still important. If they are no longer important, you can cross them off your list. If you are worrying about something that is a problem for you now, then you can use the problem-solving technique on the next page to find solutions. 44 Long Covid Workbook"
output_mixed_2_redacted.pdf_ocr_output.csv,19,"34 I Lambeth 2030 Our Future, Our Lambeth Lambeth 2030 Our Future, Our Lambeth 35 Feedback from our workshops ""All neighbourhoods, ""Upskill young people by communities and ages are involving them in projects for equally connected, invested in their community and connect with businesses"" and considered"" ""Our streets and estates are ""More council housing and ""Inclusive and diverse spaces for us affordable housing more broadly for socially mixed and there are to connect and build communities"" communities to stay and grow"" lots of community activities"" Our Child Friendly focus will cover three areas: safety, Making Lambeth the best Inclusive economic As an attractive destination, Lambeth will capitalise place and services. We will use our leadership to on the opportunities for growth, ensuring that new ensure that children and young people feel safe in place to age well development residential and commercial developments across the their home and local places across the borough and borough provide investment to support the creation feel able to trust adults - particularly in positions of As a lifelong borough, we want to make Lambeth the and opportunity of an inclusive public realm, parks and new facilities authority. We will ensure that through regeneration, best place to age well by 2030. - in support of our ambitions around climate, safety, children and young people can move more freely Our vision is of a dynamic, strong, equitable local and health. Our inclusive economic development in their local areas, and that streets and public We will develop a local approach to becoming an economy, providing opportunities for local people approach will focus on facilitating sustainable and spaces are child-friendly and welcoming. And we will Age-Friendly borough, building on World Health to thrive - irrespective of their starting point. The inclusive development activity which benefits all continue to transform services, delivered by us and Organisation's (WHO) framework - creating social foundation for this will be Lambeth's existing strengths our communities - providing homes, jobs and our partners, to ensure they support the growth of and built environments that promote healthy and in health sciences, low carbon, and creative and vibrant neighbourhoods. all our children and young people, with children and active later lives for all residents. We will focus on digital industries sectors where we will see our young people involved in shaping decisions about the key areas of community life to build our age- future growth. Economic growth will provide the Using our collective civic leadership, we will leverage how to make services better at every stage of the friendly framework: streets, outdoor spaces and borough with the resources and tools to deliver the opportunities for those furthest away from economic process. As a Council, we will be amending our own buildings, housing, social participation and inclusion, services our residents need. inclusion, and those disproportionately so, to unlock their decision-making process, to ensure that an impact civic participation and employment, community potential - through upskilling, reskilling and sustainable assessment on the rights of children and young support and health services, and communication Our local economy plays an important role in employment pathways. Our businesses and anchor people is considered in our policy development and and information. addressing structural inequities across Lambeth. More institutions will support this, by working collaboratively service improvement. than ever, we need to be resilient, creative, dynamic, to tackle low-pay and in-work poverty and encouraging Equity and inclusion will be central to our effort to and adaptable to overcome an uncertain economic the growth of local businesses across Lambeth. Our We know that deprivation remains one of the biggest creating a borough that is truly age-friendly. To do this, context. Our ethos is to create an empowered aspiration is to become a Living Wage borough, using a challenges in Lambeth - and will do everything we are committed to listening to and working with local ecosystem, where all our residents are able to place-based approach to support families, communities that we can to end child poverty in our borough our older residents to develop shared priorities for the contribute to and benefit from the great opportunities and our local economy by uplifting low-paid workers to to ensure that our children and young people get future. We will mobilise action, in partnership, that is Lambeth has to offer. the real Living Wage. Good and fair working conditions the opportunity they deserve. As a borough we will targeted to equipping older residents with the support are also crucial to providing opportunity and we aspire to focus on early intervention, ensuring that services they need to continue to call Lambeth home. By 2030, Lambeth will be at the forefront of see more businesses across Lambeth engaging with the and community groups are equipped to support an invigorated economy, which provides more Good Work Standard. Partnerships will be crucial - and our ambitions, giving children and young people opportunities for more people - making a real we will continue to maximise collaboration with BIDs, greater opportunity to shape their own lives. And we difference to the realities of our residents. Lambeth will businesses and other partners to create the conditions will work with our partners and institutions, to make be a place where industry, educational and cultural for our residents to thrive. sure that every young person in Lambeth is able to institutions, the voluntary and public sectors come participate in our local offer, and has access to strong together to deliver a world class skills system and employment, training and skills opportunities. agile employment support that provide opportunities for good quality work - responding to systemic This will require co-operation and leadership - with inequities, the aspirations of our residents and the everyone working together to make Lambeth a better needs of the economy. We will focus our efforts to place for children and young people and ensuring that create an equitable, anti-discriminatory, anti-racist decisions are made with their involvement. and inclusive Lambeth, with good quality training opportunities, improved digital inclusion and literacy, and greater financial resilience."
output_mixed_2_redacted.pdf_ocr_output.csv,20,"36 I Lambeth 2030 Our Future, Our Lambeth Lambeth 2030 Our Future, Our Lambeth 37 Quality housing for Our vision is to ensure everyone has access to a A borough of sanctuary safe and secure home, which is affordable and Lambeth's vision is clear - we want to improve equity local people sustainable. We have committed to increasing the of access to support for all sanctuary-seekers and Lambeth has a proud history as a place of sanctuary, delivery of affordable housing, ensuring that growth raise the voices of people with lived-experience. We hope and opportunity, welcoming refugees from Good quality, affordable housing is the basis of delivers investment in our communities. We will will be led by five core values: Inclusivity, Openness, across the world. This will not end, and we have stability and security for individuals and families. It go our on Participation, Inspiration and Integrity. To drive this renewed our commitment to never turn our back on can provide the foundation of good health, wellbeing to our our forward, we have created the Lambeth Sanctuary and independence, and support people to participate Lambeth, like the rest of the UK, is in the grip of collective Strategy, delivery achieve further this of housing future. in setting affordable forward net-zero commitments options out will housing how be ambition for all in stages Lambeth, and Lambeth sustainability, accelerate protect of life SO those seeking our help by gaining official Borough Forum, a multi-agency group working with the of Sanctuary status - becoming only the second in the local economy and benefit from growth. Yet voluntary and community sector, structured to deliver London Borough to achieve this. Driving a new Housing the priorities of our sanctuary-seekers, with humanity a serious housing crisis - in terms of availability, we can the and compassion. We want Lambeth to feel like home for everyone - affordability, and safety. This is compounded by providing and we will continue to be a borough that values national policy which stifles both delivery and the suitable refugees, migrants and all those seeking sanctuary, financial context within which housing operates. that it is easier for people who grow up in Lambeth supporting them through loss and trauma and to continue living here. As a major landlord in the working with them to rebuild their lives - safe from Whilst we have seen the delivery of the first new borough, the Council will set out an ambitious violence and persecution. council homes in a generation, we recognise that the improvement plan for its stock including transforming pace of growth has not matched demand and that its housing management and repairs service, SO that is why the Council is committed to accelerating the Lambeth residents have the quality they deserve - delivery of affordable housing with our partners. We and a voice to ensure services work for them. And know at the same time as delivering more homes for we will ensure that housing is at the heart of our social rent, that there is more to do around standards approach to supporting healthy and safe communities and conditions of existing homes, and our relationship working in partnership to tackle homelessness, with residents. To ensure that Lambeth is a place we deliver better standards for private renters, and can all call home, we are committed to refreshing and supporting residents into work. resetting our approach - with residents at the centre. POPCORN"
