page,text,left,top,width,height,line,conf
1,cooperative agreement among all involved communities Is filed with Sister Cities,0.169412,0.540909,0.642353,0.013333,26,94.0
1,"International. If a cooperative agreement is denied, or no response to the request",0.170588,0.557273,0.647451,0.01303,27,96.0
1,"is received within a reasonable amount of time, Sister Cities International will",0.170196,0.57303,0.61098,0.012424,28,95.0
1,recognize the partnership as a frendship city and it will be delineated as such,0.170196,0.589697,0.619608,0.01303,29,93.0
1,with a symbol in the membership directories.,0.169412,0.605758,0.358431,0.01303,30,96.0
1,The cooperative agreement must be sent by the Mayor/County,0.169412,0.629394,0.507843,0.013333,31,94.0
1,"Executive/Governor of the requesting community, and must be sent to the",0.170588,0.645758,0.594118,0.01303,32,95.0
1,Mayor/County Executive/Governor of each of the existing partnership,0.170588,0.661818,0.55451,0.013333,33,95.0
1,communities. Although the Mayor/County Executive/Governor may request input,0.169412,0.678182,0.647451,0.013333,34,92.0
1,"from, or may be given input by, the sister cities program, it is up to the discretion",0.169412,0.694545,0.64549,0.01303,35,96.0
1,of the Mayor/County Executive/Governorto sign the cooperative agreement.,0.169412,0.710303,0.612549,0.013333,36,93.0
1,Although Sister Cities International will help with the cooperative agreement,0.169412,0.726364,0.605098,0.013333,37,96.0
1,"process, it is up to the requesting community to get the agreement signed. Sister",0.169804,0.742727,0.649412,0.013333,38,95.0
1,"Cities International will not, in any way, force a community to ""share"" and sign",0.169412,0.758788,0.622745,0.013333,39,96.0
1,the cooperative agreement.,0.169412,0.775455,0.218431,0.01303,40,96.0
1,"To place a relationship into Emeritus status, the mayor or highest elected official of the U.S.",0.117647,0.798788,0.735294,0.013333,41,96.0
1,community must write a letter to the mayor of the foreign city indicating that they wish to,0.118039,0.815455,0.70902,0.01303,42,96.0
1,"remain sister cities, but understand that the relationship will remain inactive until such time as",0.118824,0.831515,0.746275,0.01303,43,96.0
1,both cities are able to sustain an active relationship. Sister Cities International should be,0.118431,0.847273,0.703922,0.013333,44,96.0
1,informed in writing by the mayor of the U.S. city of the situation. Sister Cities International will,0.118824,0.863636,0.745098,0.013333,45,95.0
2,Partnership Agreement,0.517647,0.028485,0.439216,0.032121,1,96.0
2,SisterCities,0.170196,0.033939,0.238431,0.02697,2,91.0
2,INTERNATIONAL,0.172941,0.067879,0.234902,0.007273,3,26.0
2,Toolkit,0.831373,0.072727,0.126667,0.025455,4,95.0
2,Connect globally. Thrive locally.,0.170588,0.087879,0.237255,0.012121,5,90.0
2,then place the partnership into Emeritus Status and will reflect this status in directories and all,0.117647,0.13303,0.750588,0.01303,6,96.0
2,lists of sister city programs.,0.118824,0.149091,0.218039,0.01303,7,96.0
2,"lf a community wishes to terminate a sister city relationship, then a letter from the mayor or",0.119216,0.172424,0.731373,0.013939,8,89.0
2,highest elected official of the U.S. city should be sent to the mayor of the sister city. Sister,0.118824,0.189091,0.720392,0.01303,9,96.0
2,Cities International should be informed of this action in writing by the mayor of the U.S. city,0.118431,0.205152,0.728235,0.013333,10,96.0
2,and Sister Cities International will then remove the partnership from its directories and all lists,0.118039,0.221212,0.745882,0.013333,11,96.0
2,of sister city programs. We do not recommend terminating a relationship simply because it is,0.118039,0.237879,0.743137,0.01303,12,93.0
2,"dormant. Many partnerships wax and wane over the years, and in many cases a dormant",0.118039,0.253939,0.712549,0.01303,13,96.0
2,partnership may be reinvigorated by local members years after it has been inactive.,0.118431,0.270303,0.664314,0.01303,14,95.0
2,General Guidelines,0.118039,0.294848,0.231373,0.015758,15,96.0
2,In order for a sister city/county/state partnership to be recognized by Sister Cities International,0.119216,0.324848,0.75451,0.013333,16,95.0
2,"(SCI), the two communities must sign formal documents which clearly endorse the link. This",0.118431,0.340909,0.738824,0.013333,17,93.0
2,presumes several key items: that the U.S. community is already a member of SCI and has,0.118431,0.357273,0.717255,0.013333,18,96.0
2,followed proper procedures (e.g. passed a city council resolution declaring the intent to twin,0.117647,0.373636,0.737255,0.01303,19,95.0
2,with the specific city); that both communities share a mutual commitment to the relationship;,0.117647,0.389697,0.740784,0.01303,20,96.0
2,and that both have secured the necessary support structure to build a lasting relationship. You,0.118039,0.406061,0.756863,0.01303,21,95.0
2,should check with your local sister city program to see if they have any additional requirements,0.118039,0.422121,0.760392,0.01303,22,95.0
2,before pursuing a sister city relationship.,0.118431,0.437879,0.322745,0.013939,23,95.0
2,"SCI often refers to these agreements as a ""Sister City Agreement"" or ""Memorandum of",0.118431,0.461818,0.696078,0.013333,24,93.0
2,"Understanding."" However, as the following examples show, the actual name and format of",0.118824,0.478182,0.728235,0.013333,25,96.0
2,your documents Is left up to you.,0.118039,0.494545,0.261961,0.012727,26,95.0
2,A few things to keep in mind as you draft your agreement:,0.117647,0.518485,0.463137,0.01303,27,95.0
2,"Your agreement can range from the ceremonial, with language focusing on each city's",0.176863,0.542424,0.690196,0.013333,28,96.0
2,@,0.147843,0.546364,0.006275,0.004848,29,19.0
2,"commitment to fostering understanding, cooperation, and mutual benefit to the precise,",0.176863,0.559091,0.701176,0.01303,30,96.0
2,"with particular areas of interest, specific programs/activities, or more concrete goals",0.176471,0.575152,0.672941,0.01303,31,94.0
2,related to anything from numbers of exchanges to economic development.,0.177647,0.591515,0.596471,0.01303,32,96.0
2,"Don't try to include everything you plan to do. Some specifics, like particular areas of",0.177647,0.620606,0.68,0.013333,33,95.0
2,"interest or participating institutions are good to include. However, there's no need to",0.177255,0.637273,0.67451,0.012727,34,95.0
2,include all the programs you plan to do if it makes the document too lengthy or limits,0.177255,0.653333,0.678039,0.01303,35,96.0
2,the scope of projects. This is a formal document to establish the relationship; specific,0.176471,0.669697,0.684314,0.01303,36,93.0
2,"tasks, responsibilities, or other nuts-and-bolts text related to implementation or",0.176471,0.685758,0.634902,0.01303,37,94.0
2,administration of the partnership can be expressed more fully in a separate,0.176863,0.702121,0.599608,0.01303,38,96.0
2,memorandum between the respective sister city committees. Your partnership,0.177647,0.718182,0.626667,0.01303,39,96.0
2,agreement Is a historical document and should not be dated or limited by being aligned,0.176863,0.734242,0.698824,0.01303,40,95.0
2,with very specific tasks.,0.176471,0.750606,0.189412,0.01303,41,94.0
2,Work with your counterparts. Remember that this is signed by both cities. You should,0.176863,0.78,0.685098,0.01303,42,96.0
2,share drafts of your agreement with your international partners and solicit feedback on,0.176863,0.796364,0.69098,0.01303,43,95.0
2,what they'd like to see in the agreement. Be flexible to cultural or municipal priorities.,0.176863,0.812121,0.678824,0.013636,44,95.0
2,Ask your counterparts to translate the agreement if it is drafted in English. It is,0.176471,0.842121,0.622745,0.01303,45,95.0
2,important for the citizens of your partner community to be able to read and understand,0.177255,0.858182,0.694118,0.01303,46,95.0
2,the commitment their city has made. Have someone in your own community who,0.176471,0.874545,0.649412,0.01303,47,96.0
3,Partnership Agreement,0.517647,0.028485,0.439216,0.032121,1,96.0
3,SisterCities,0.170196,0.033939,0.238431,0.02697,2,91.0
3,INTERNATIONAL,0.172941,0.067879,0.234902,0.007273,3,26.0
3,Toolkit,0.831373,0.072727,0.126667,0.025455,4,95.0
3,Connect qiodally. Thrive locally.,0.170588,0.087879,0.237255,0.012121,5,72.0
3,speaks that language check the foreign-language version to make sure It mirrors what,0.176863,0.13303,0.687843,0.01303,6,93.0
3,you have in your own agreement.,0.176863,0.149394,0.264314,0.01303,7,95.0
3,Keep it to one page. Ceremonial documents such as these partnership agreements,0.177647,0.178485,0.664706,0.013333,8,95.0
3,work best if they can be posted in their entirety.,0.176471,0.195152,0.38,0.01303,9,95.0
3,Most sister city agreements include some acknowledgement of the founding principles,0.177647,0.224545,0.693333,0.01303,10,96.0
3,"of the sister city movement-to promote peace through mutual respect, understanding,",0.176863,0.240606,0.699216,0.01303,11,95.0
3,and cooperation.,0.176863,0.25697,0.13451,0.01303,12,96.0
3,Consider using official letterhead and/or other embellishments such as city seals or,0.177255,0.286061,0.66549,0.013333,13,95.0
3,logos to reflect your enhance the document. Sister city agreements are often posted at,0.177647,0.302727,0.69451,0.01303,14,96.0
3,city hall or other municipal offices and should reflect their historical importance,0.176863,0.319091,0.630196,0.01303,15,96.0
3,Look at other agreements your city has signed. These agreements may give you an idea,0.177647,0.348485,0.703922,0.01303,16,96.0
3,"of what is acceptable or possible, and they may be in an easily replicable format. If you",0.176863,0.364545,0.694902,0.01303,17,95.0
3,"cannot access older agreements please contact Sister Cities International, we may",0.176863,0.380606,0.661569,0.013333,18,96.0
3,"have them on file, although we do not have copies of all partnership agreements.",0.177647,0.397273,0.645098,0.01303,19,95.0
3,Documents must be signed by the top elected official of both communities.,0.177647,0.426667,0.600784,0.01303,20,96.0
3,"Check with your mayor, city council, town clerk, et al. to make sure that the agreement",0.177255,0.455758,0.693725,0.013333,21,96.0
3,"is OK with them. The mayor is the one putting his or her name on the paper, and you",0.177255,0.472121,0.676078,0.013333,22,95.0
3,don't want to spend time developing an agreement which will never be signed.,0.176863,0.488788,0.629412,0.012727,23,96.0
3,Official documents are usually signed during a formal ceremony recognizing the,0.176863,0.517879,0.638039,0.013333,24,96.0
3,partnership. Be sure both communities receive a signed set of the official documents,0.177255,0.534242,0.683922,0.01303,25,96.0
3,for their records.,0.176471,0.550606,0.131373,0.010303,26,96.0
3,Remember to send your signed agreement to Sister Cities International. After we,0.178039,0.579697,0.643922,0.013333,27,96.0
3,receive your agreement we will post the relationship in the City Directory and make sure,0.177647,0.596364,0.701961,0.01303,28,96.0
3,it is included in our Annual Membership Directory.,0.177255,0.612727,0.397647,0.01303,29,94.0
3,Remember that each city's sister city program is independent and can impose requirements,0.119216,0.641212,0.735686,0.01303,30,93.0
3,"like the establishment of a committee, a review period, sustainability/funding plan, among",0.118824,0.657576,0.715294,0.01303,31,95.0
3,"others, before sanctioning a sister city agreement. Check with your local program or mayor's",0.118039,0.673333,0.742745,0.013333,32,95.0
3,office to see if this is the case.,0.118039,0.69,0.240392,0.010606,33,96.0
3,On the following pages you'll find a series of partnership agreements to give you an idea of,0.118431,0.718182,0.727451,0.013333,34,92.0
3,"what Is possible. While you should feel free to use some of the formatting and language, we",0.117647,0.734848,0.734118,0.01303,35,95.0
3,encourage you to make your agreement your own and be creative with what you produce. If,0.118039,0.750909,0.736471,0.01303,36,94.0
3,you are unsure about your agreement or want advice you can always solicit feedback by,0.118039,0.767273,0.707451,0.01303,37,96.0
3,sending it to our Membership Director at akaplan@sister-cities.org or contacting us at (202),0.118039,0.78303,0.729804,0.013333,38,95.0
3,347-8630.,0.118039,0.799697,0.079608,0.010303,39,96.0
4,Partnership Agreement,0.517647,0.028485,0.439608,0.032121,1,95.0
4,INTERNATIONAL,0.172941,0.067576,0.234902,0.007576,2,3.0
4,Toolkit,0.831373,0.072727,0.126667,0.025758,3,96.0
4,Connect globally. Thrive locally.,0.170196,0.087576,0.238824,0.012727,4,95.0
4,papery hw',0.514118,0.26697,0.038824,0.009394,5,40.0
4,9 ld gsi,0.508235,0.287576,0.082745,0.024545,6,56.0
4,Gull! 3 pS!,0.38,0.293636,0.322745,0.015758,7,51.0
4,ABU DHABI MUNICIPALITY & TOWN PLANNING,0.378039,0.317576,0.325882,0.015152,8,86.0
4,AN AGREEMENT FOR THE ESTABLISHMENT OF,0.261961,0.374242,0.524314,0.012121,9,95.0
4,SISTER CITIES RELATIONSHIP,0.338431,0.394242,0.341961,0.011818,10,95.0
4,BETWEEN,0.455686,0.413939,0.108627,0.010909,11,96.0
4,THE CITY OF ABU DHABI ( U. A.E),0.337647,0.433333,0.374902,0.013636,12,91.0
4,AND,0.488627,0.45303,0.047451,0.010909,13,96.0
4,HOUSTON TEXAS ( U.S.A),0.386667,0.472424,0.297647,0.013939,14,86.0
4,",",0.506667,0.480303,0.00549,0.006061,15,92.0
4,"The Sister City Program, administered by Sister Cities International, was initiated",0.223137,0.526061,0.595686,0.012727,16,96.0
4,By the President of the United States of America in 1956 to encourage greater,0.223922,0.54,0.561176,0.012727,17,96.0
4,Friendship and understanding between the United States and other nations through,0.223529,0.553636,0.607059,0.012727,18,95.0
4,Direct personal contact; and,0.223922,0.567879,0.203922,0.012727,19,95.0
4,"In order to foster those goals, the people of Abu Dhabi and Houston, in a gesture of",0.223529,0.594848,0.601961,0.012424,20,94.0
4,"Friendship and goodwill, agree to collaborate for the mutual benefit of their",0.223529,0.608485,0.547059,0.01303,21,96.0
4,"Communities by exploring education, economic and cultural opportunities.",0.222745,0.622727,0.541569,0.011818,22,93.0
4,"Abu Dhabi and Houston, sharing a common interest in energy technology and",0.223137,0.649697,0.572941,0.011818,23,94.0
4,",",0.678039,0.655758,0.003529,0.004242,24,91.0
4,"medicine, and the desire to promote mutual understanding among our citizens do",0.223137,0.663636,0.587843,0.011818,25,96.0
4,"proclaim themselves Sister Cities beginning the 13"" day of March 2001,",0.276078,0.674242,0.54,0.015455,26,93.0
4,hereby on,0.222745,0.678485,0.38902,0.011515,27,96.0
4,the date of Houston City Council resolution estatblishing the Sister City,0.222745,0.691212,0.518431,0.012424,28,95.0
4,relationship became effective.,0.222745,0.705455,0.216863,0.012121,29,95.0
4,"Signed this 26 of October 2002, in duplicate in the Arabic and English",0.222745,0.732727,0.531765,0.012727,30,95.0
4,on,0.274902,0.736667,0.016863,0.006061,31,94.0
4,"Languages, both text being equally authentic.",0.223137,0.747273,0.327451,0.012121,32,92.0
4,a,0.345098,0.769394,0.082745,0.029091,33,83.0
4,Sheikh Mohammed bin Butti Al Hamed Lee P.Brown,0.246275,0.80697,0.601961,0.010606,34,92.0
4,Chairman of Abu Dhabi Municipality Mayor of Houston,0.246275,0.823939,0.624706,0.012424,35,95.0
4,&Town Pianning,0.324706,0.841818,0.155686,0.011818,36,85.0
5,Partnership Agreement,0.517647,0.028485,0.439608,0.032121,1,94.0
5,SisterCities,0.170196,0.033939,0.238824,0.02697,2,89.0
5,INTERNATIONAL,0.172941,0.067576,0.234902,0.007576,3,4.0
5,Toolkit,0.831373,0.072727,0.126667,0.025758,4,96.0
5,Connect globally. Thrive locally,0.170196,0.087576,0.236471,0.012727,5,94.0
5,°° =,0.536078,0.22303,0.027843,0.003939,6,6.0
5,THe City OF New Yor«,0.439608,0.262424,0.239608,0.009394,7,72.0
5,OFFICE OF THE MayorR,0.451373,0.277879,0.218824,0.009091,8,81.0
5,"New York, N.Y.",0.461961,0.293939,0.131373,0.007576,9,57.0
5,THE NEW YORK CITY-LONDON SISTER CITY PARTNERSHIP,0.268235,0.356364,0.581961,0.011212,10,94.0
5,Memorandum of Understanding,0.421961,0.372121,0.273333,0.011818,11,95.0
5,The Sister City partnership between New York City and London will foster mutually,0.202745,0.40303,0.671765,0.013333,12,96.0
5,beneficial solutions to common challenges for these two great cosmopolitan entities,0.202745,0.418182,0.663137,0.012424,13,96.0
5,"Consequently, the Sister City relationship between the two will be onc of the most",0.202353,0.433333,0.651373,0.014242,14,94.0
5,"important their network of global partnerships, as it strives to",0.202745,0.449394,0.502745,0.014545,15,96.0
5,in,0.28549,0.453636,0.013725,0.00697,16,95.0
5,Encourage and publicize existing exchanges between London and New York City so,0.232157,0.480909,0.669804,0.014545,17,96.0
5,>,0.201961,0.486667,0.007451,0.004848,18,44.0
5,that they flourish to benefit a wider cross-section of the citizens of both,0.231765,0.496667,0.596078,0.014242,19,96.0
5,can,0.305098,0.501515,0.026667,0.00697,20,96.0
5,"Support and promote the development of new social, economic, academic and",0.231373,0.513333,0.617255,0.014545,21,95.0
5,community programs to encourage both cities' citizens to share their experiences as a,0.230588,0.529091,0.677255,0.013939,22,95.0
5,medium for learning from one another,0.230588,0.544242,0.303922,0.013333,23,96.0
5,Generate improvement of the operation of the cities' various government agencies,0.230588,0.561212,0.674902,0.013636,24,96.0
5,an,0.307451,0.565455,0.017647,0.00697,25,96.0
5,by conduit of information,0.230196,0.576667,0.301961,0.013939,26,96.0
5,serving as a,0.255294,0.580606,0.092941,0.009394,27,96.0
5,"Identify themes, common to both, that can generate new initiatives to further and",0.231373,0.592727,0.638824,0.014242,28,95.0
5,"nurture the increasingly powerful financial, social and cultural relationships between",0.230196,0.608485,0.669804,0.013333,29,96.0
5,the cities,0.230196,0.626061,0.070196,0.009394,30,94.0
5,Promote key mayoral priorities relevant to both London and New York City,0.229804,0.64,0.602353,0.014242,31,95.0
5,Provide financial kind support to community-led programs that advance the,0.230196,0.65697,0.64,0.01303,32,95.0
5,or in,0.370196,0.660909,0.036078,0.00697,33,96.0
5,of the Sister City partnership;,0.272549,0.67303,0.232157,0.01303,34,95.0
5,aims,0.230196,0.67697,0.036863,0.00697,35,95.0
5,"With the above purposes in mind, the Mayor of the City of New York and the Mayor of",0.200392,0.703636,0.695686,0.013939,36,96.0
5,London solemnly confirm that these two cities are umted by an official partnership by the,0.200392,0.719091,0.708235,0.013939,37,88.0
5,protocol of this Memorandum of Understanding,0.199608,0.734848,0.379608,0.014545,38,96.0
5,This agreement will go into effect from the date of signatures.,0.31098,0.781515,0.487843,0.013939,39,96.0
5,a Signed March of 2001,0.179608,0.795152,0.469804,0.100909,40,88.0
5,in,0.517255,0.800303,0.013725,0.006667,41,96.0
5,"Jy W,",0.232157,0.822424,0.098824,0.070303,42,20.0
5,W. Giuliani Ken Livingston,0.332941,0.878485,0.462745,0.012424,43,90.0
5,ayor Mayor,0.33098,0.894545,0.42902,0.012727,44,94.0
5,New York City London,0.28902,0.91,0.47451,0.012424,45,96.0
6,» Partnership Agreement,0.121961,0.027576,0.835294,0.03303,1,64.0
6,SisterCities,0.170196,0.033939,0.238824,0.02697,2,74.0
6,INTERNATIONAL,0.172941,0.067576,0.234902,0.007576,3,4.0
6,Toolkit,0.831373,0.072727,0.126667,0.025758,4,96.0
6,Connect globally. Thrive locally,0.170196,0.087576,0.236471,0.012727,5,94.0
6,ary,0.212157,0.138182,0.01451,0.003333,6,7.0
6,.. ~,0.226667,0.148788,0.030588,0.005758,7,24.0
6,a nt of Keine,0.377647,0.177273,0.315294,0.086061,8,49.0
6,lt ae,0.252941,0.184242,0.178039,0.012121,9,36.0
6,x,0.274902,0.190303,0.011765,0.004848,10,38.0
6,Beach,0.701176,0.204545,0.163137,0.054545,11,83.0
6,fF.,0.507451,0.217576,0.097647,0.069091,12,38.0
6,7 \ 4,0.160784,0.237879,0.150588,0.036364,13,54.0
6,*,0.316471,0.243333,0.018039,0.005758,14,38.0
6,SR lifornia,0.356078,0.252121,0.332157,0.038788,15,58.0
6,~,0.292941,0.257273,0.007059,0.004848,16,69.0
6,_,0.31451,0.261515,0.007451,0.002424,17,25.0
6,Tas >,0.179216,0.275758,0.297255,0.01697,18,53.0
6,----,0.433725,0.282424,0.018824,0.002121,19,29.0
6,_- Dy 224,0.164706,0.289091,0.117255,0.013333,20,27.0
6,"ley =,",0.174118,0.297879,0.110588,0.026667,21,43.0
6,oe,0.266667,0.322727,0.005882,0.001818,22,22.0
6,<,0.233725,0.327879,0.014118,0.004545,23,33.0
6,beimweren the,0.466667,0.354242,0.081961,0.007879,24,60.0
6,City of Long Beach,0.381176,0.379697,0.250196,0.015758,25,96.0
6,"California, USA",0.401569,0.398485,0.20902,0.015152,26,96.0
6,ond the,0.481176,0.416364,0.051765,0.007273,27,93.0
6,City of San Pablo de Manta,0.323137,0.43,0.367451,0.015455,28,95.0
6,"Ecuador, South America",0.348627,0.448788,0.315686,0.013333,29,95.0
6,"accordance with the authorrzation preg an henge wh dives City A of Long Beach,",0.280392,0.482424,0.517647,0.020909,30,70.0
6,n,0.268235,0.486364,0.007843,0.005455,31,91.0
6,"Cali ia, USA, and the City of San Pablo de it is declared",0.218431,0.49303,0.580784,0.013939,32,84.0
6,"""Sister City Agreement betuven the two cilies is hereby established for for , the loerertg",0.262745,0.499697,0.536078,0.016061,33,84.0
6,thet a,0.218431,0.503636,0.035686,0.011818,34,50.0
6,purposes:,0.218431,0.51697,0.056471,0.007879,35,95.0
6,(I) to promote end the none rae a patel cea aa,0.280392,0.533636,0.467059,0.019394,36,50.0
6,"the people of Long Booch and the people of de Manta, and A",0.218824,0.543636,0.405098,0.012424,37,88.0
6,{2} to intermational oe expanded,0.280392,0.564242,0.458039,0.019394,38,63.0
6,reiahons between > carting and their a se Digger nations 2 Ae of),0.219608,0.574545,0.477255,0.022121,39,45.0
6,information im a of oats ee,0.219216,0.584848,0.199216,0.022424,40,53.0
6,a,0.796078,0.591212,0.003529,0.002727,41,42.0
6,"nal, technical, and",0.271765,0.595758,0.152157,0.009091,42,93.0
6,"{3) to ter and encourage charitable, scientific, trade and literary and",0.280784,0.615152,0.519216,0.015758,43,93.0
6,educational activitics between the two cities,0.219608,0.626061,0.26,0.008485,44,86.0
6,ts litt tit,0.435686,0.632121,0.27451,0.025455,45,24.0
6,This Sister Cety diy crecuted ai CISA. and the,0.265098,0.644848,0.535686,0.030303,46,61.0
6,"this document has beer ee a ee California,",0.220392,0.656061,0.487843,0.019394,47,66.0
6,Mayor of San Pablo de Man,0.219608,0.666667,0.168235,0.011818,48,93.0
6,ity of Long Beach,0.618039,0.752121,0.134902,0.012424,49,96.0
6,"California, USA",0.583922,0.76697,0.123529,0.010909,50,94.0
6,Ing. Jorge O. Zambrano detio,0.528627,0.825455,0.241176,0.013636,51,83.0
6,"Mayor, City of San Pablo de Manta",0.506667,0.840606,0.275686,0.012727,52,96.0
6,"Ecuador, South America",0.553333,0.855455,0.185882,0.010303,53,95.0
6,"Dated: September 19, 2000",0.546275,0.884545,0.201176,0.011818,54,96.0
7,» Partnership Agreement,0.121961,0.027576,0.835294,0.03303,1,70.0
7,SisterCities,0.170196,0.033939,0.238824,0.02697,2,54.0
7,INTERNATIONAL,0.172941,0.067576,0.234902,0.007576,3,4.0
7,Toolkit,0.831373,0.072727,0.126667,0.025758,4,96.0
7,Connect globally. Thrive locally.,0.170196,0.087576,0.238824,0.012727,5,94.0
7,REAFFIRMATION OF SISTER CITIES DECLARATION,0.32549,0.166061,0.482745,0.01303,6,95.0
7,adopted by THE HONORABLE RICHARD M. DALEY,0.200784,0.214242,0.53098,0.01303,7,95.0
7,MAYOR OF CHICAGO,0.474118,0.231515,0.183922,0.011212,8,95.0
7,and THE HONORABLE ZHANG RONGMAO,0.200784,0.261515,0.523922,0.010909,9,94.0
7,MAYOR OF SHENYANG,0.465098,0.274242,0.200784,0.010606,10,96.0
7,ON,0.552941,0.298788,0.025098,0.010909,11,95.0
7,"JUNE 5, 1995",0.501569,0.324545,0.126667,0.013636,12,94.0
7,"On this the tenth anniversary of the signing of sister city agreement, tn order to further",0.256863,0.363636,0.67098,0.014545,13,92.0
7,a,0.612157,0.368788,0.008235,0.006667,14,96.0
7,the tradiaonal links of friendship between Chicago and Shenyang and to reaffirm mutual,0.199608,0.38,0.726667,0.014242,15,88.0
7,"aspiration to work in unison for the benefit of thew cities and nations, the Honorable Mayor",0.200784,0.395455,0.726275,0.014242,16,88.0
7,"Richard M. Daley, Mayor of the City of Chicago, and the Honorable Zhang Rongmao, Mayor",0.200784,0.411818,0.725882,0.013939,17,95.0
7,"of the City of Shenyang, this fifth day of June 1995, do hereby acknowledge and reaffirm the",0.200392,0.427576,0.724706,0.013939,18,91.0
7,on,0.387451,0.432121,0.018824,0.006364,19,96.0
7,sister cities agreement between the City of Chicago and the City of Shenyang.,0.200784,0.444242,0.573333,0.013636,20,92.0
7,"The City of Chicago and the City of Shenyang the basis of friendly cooperation,",0.257647,0.474848,0.664314,0.014242,21,93.0
7,on,0.639216,0.479697,0.018039,0.006667,22,96.0
7,equality and mutual benefit will continue to develop sister cities relationship 0 promote and,0.200784,0.490606,0.724314,0.014545,23,91.0
7,a,0.609412,0.495455,0.004706,0.006364,24,96.0
7,broaden econormc cooperation and cultural exchanges between the two cities.,0.200784,0.506667,0.573333,0.013939,25,84.0
7,The two cities do hereby declare their interest in exploring the establishment of business,0.256863,0.538182,0.667059,0.014242,26,96.0
7,"In addition, exchanges will be promoted in the area of the arts such as exhibits, music,",0.255294,0.584545,0.664706,0.02,27,94.0
7,dance and other cultural acrviznes.,0.198824,0.601818,0.256078,0.013939,28,80.0
7,"In addition, exchanges will be promoted in education and the establishment of contacts",0.255294,0.630909,0.667059,0.014848,29,96.0
7,within educational institutions encouraged.,0.2,0.648182,0.319216,0.01303,30,62.0
7,"In addition, declare intention to promote exchanges in such fields as science and",0.254902,0.678788,0.667451,0.014545,31,96.0
7,we our,0.348627,0.682727,0.111373,0.008182,32,96.0
7,"technology, sports, health, youth and that will contribute to the prosperity and the",0.198824,0.694848,0.721961,0.013939,33,89.0
7,any areas,0.495686,0.699394,0.075294,0.009394,34,96.0
7,further development of friendship between the people of our two cities.,0.195686,0.712121,0.524314,0.012727,35,90.0
7,QNORABLE RICHARD M. THE HONORABLE ZHANG RONGMAO,0.25098,0.820303,0.62549,0.011212,36,92.0
7,D,0.449412,0.824545,0.005098,0.004848,37,91.0
7,MAYOR OF CHICAGO MAYOR OF SHENYANG,0.196863,0.836061,0.568235,0.010909,38,96.0
