page,text,left,top,width,height,line,conf
1,that Our Future. Our Lambeth seeks to address. and we know the impacts of these challenges are passionate residents - which by working in,0.257047,0.573618,0.657421,0.015599,38,99.0
1,"Brexit, the pandemic and the ongoing cost of living",0.046249,0.579183,0.184867,0.012224,39,99.0
1,"felt differently across our diverse neighbourhoods partnership, can make a real difference.",0.546991,0.590221,0.354964,0.013319,40,99.0
1,crisis. The impacts are not felt egually and have,0.047023,0.594691,0.170806,0.008849,41,97.0
1,We have a wonderful opportunity to transform,0.255499,0.59907,0.166871,0.013319,42,98.0
1,exacerbated the chronic stresses of poverty. racism and communities.,0.047023,0.606824,0.565761,0.011129,43,99.0
1,and reshape our neiahbourhoods and eguip our I want to thank you - our residents and partners -,0.257047,0.616858,0.684061,0.015508,44,98.0
1,and inequality that affect so many in our community.,0.047797,0.623518,0.185641,0.008849,45,95.0
1,communities to overcome future obstacles and,0.255499,0.627896,0.17158,0.014413,46,99.0
1,"Collectively, we have to rise to these challenges anc for your involvement in shaping Lambeth 2030. I am",0.547829,0.634556,0.400374,0.013319,47,97.0
1,enable us all to thrive. So. the Lambeth that we see be courageous to overcome them - not being afraid,0.257047,0.645594,0.481907,0.015599,48,98.0
1,We saw during the coronavirus pandemic the continually struck by the pride people have for their,0.047023,0.650064,0.89731,0.011038,49,98.0
1,in 2030 is one that is healthier. safer and sustainable to do things differently to deliver greater impact for,0.257047,0.660007,0.476424,0.015599,50,97.0
1,remarkable collective response of our borough - when local community and for Lambeth and share your,0.047023,0.665572,0.889441,0.008849,51,96.0
1,"and is active in tearing down deep-rooted inegualities ourselves, our friends, families and neighbours.",0.256273,0.673326,0.463846,0.016603,52,98.0
1,"the Council, businesses, voluntary and community passion and drive to be one of the best boroughs ir",0.046249,0.678891,0.900406,0.012224,53,98.0
1,organisations and residents came together as one London. Lambeth 2030 is the first step towards ou,0.047023,0.693213,0.898858,0.012224,54,98.0
1,Our Future. Our Lambeth is the beginning of us Lambeth 2030 is a vision for the best borough we,0.257047,0.702062,0.474037,0.016694,55,97.0
1,and carried us through the toughest of times. Our future. Let's do this together.,0.047023,0.706532,0.814939,0.012224,56,98.0
1,taking that bold action. being brave in the face of ar,0.257047,0.716475,0.18648,0.008849,57,97.0
1,partnership working and genuine collaboration is our can be bv 2o30. That is a borough with social anc,0.045475,0.720945,0.685674,0.013319,58,97.0
1,"uncertain future. and. together. creating a more just climate justice at its heart, A borough that is safer,",0.257047,0.730889,0.474037,0.016694,59,97.0
1,core strength. And what is unigue about Lambeth Let's do this together.,0.047023,0.735359,0.798491,0.012224,60,97.0
1,is our diversity which forms the bedrock of that and eauitable Lambeth for us all.,0.045475,0.745302,0.328259,0.016603,61,98.0
1,fit for the future. and which evervone can have the,0.547829,0.750867,0.183319,0.008849,62,98.0
1,collective power. opportunity to call home.,0.046249,0.764094,0.592401,0.012224,63,98.0
1,"We are the home of Windrush, We are home tc We know we face maior challenges when it comes",0.047023,0.79511,0.685674,0.008849,64,98.0
1,"London's largest LGBTQ+ community, We are home to making these ambitions a reality, not least the",0.046249,0.80624,0.677804,0.012224,65,97.0
1,to the largest Portuguese-speaking community in entrenched inequities that persist across Lambeth.,0.046249,0.821748,0.686448,0.012224,66,98.0
1,London and increasingly are welcoming more of the despite good progress made to change this. That,0.047023,0.83607,0.683287,0.012224,67,98.0
1,L atin American community who are making I ambeth is why we are tving all our ambitions together with,0.047023,0.850483,0.682513,0.008849,68,97.0
1,their home. It is these foundations. being a place a determination to be a borough of eauity anc,0.047023,0.865992,0.668387,0.008849,69,97.0
1,of sanctuary and possessing a deeply welcoming. justice - one that is fairer for our Black. Asian and,0.046249,0.87703,0.684061,0.014413,70,98.0
1,"collective. community spirit. an aspiring borouah Multi-Ethnic residents, our LGBTQ+ residents, our lan Davis",0.047023,0.892538,0.746049,0.012224,71,97.0
1,thirsty to achieve. which continues to see us through Councillor Claire Holland disabled residents. for women and girls. our faith Chief Executive,0.047023,0.905857,0.765594,0.012224,72,97.0
1,the challenges that are placed before us Leader of Lambeth Council communities and those with lower socio-economic Lambeth Council,0.047797,0.92027,0.771077,0.013319,73,99.0
