page,text,left,top,width,height
2,There are a lot of things you can do to try and help the way you feel.,116,1783,924,33
2,Caring for yourself: Sometimes you can feel angry or wish you never had Covid-19 in the first place. You,173,1836,1351,33
2,"may think 'I am not good enough', 'I am worthless', 'I am such a hassle' and these feelings might make you",173,1873,1387,34
2,want to hide away from others. Living with Long Covid is very difficult and sometimes it takes longer to,171,1910,1325,34
2,recover. This does not mean that you are not good enough. You are doing the best you can to adapt!,172,1947,1276,33
2,Try not to be harsh on yourself. Remember all the things you have accomplished since you got Long Covid,171,1987,1347,33
2,and allow your body to take the time it needs to recover.,172,2026,757,31
2,Get the help you need: It is important to stay in touch with other people and speak to family and,173,2077,1324,34
2,"friends. Often, when we feel unwell, we tend to shut down, and avoid talking to others or doing the things",171,2114,1372,33
2,we like. This can make us feel very alone and stuck feeling hopeless. Spending time with your loved ones and,171,2151,1383,33
2,talking to them about your difficulties can be the help you need to start feeling better.,171,2188,1081,33
2,42 Long Covid Workbook,117,2228,335,30
3,FLIGHT PLAN,119,956,46,315
3,MCC-H,172,1797,25,100
3,2153 CST,162,1595,25,122
3,NOTES,171,256,26,104
3,49:00,209,1593,23,76
3,DAP LOAD STATUS,229,264,26,226
3,(21101) ( 1111),257,281,35,207
3,:20,394,1592,23,41
3,:40,578,1593,23,41
3,S,727,1509,22,13
3,50:00,764,1592,23,75
3,T,757,1508,22,14
3,REST PERIOD,753,921,25,169
3,D,788,1508,21,14
3,(8 HOURS),782,940,31,131
3,PTC,771,586,24,42
3,N,820,1508,21,15
3,:20,950,1591,24,40
3,:40,1134,1589,23,41
3,51:00,1319,1590,23,74
3,MISSION,1364,1631,24,132
3,EDITION,1363,1403,24,124
3,DATE,1361,1132,24,76
3,TIME,1360,798,24,70
3,DAY/REV,1359,437,26,138
3,PAGE,1361,274,25,84
3,APOLLO 17,1405,1629,24,136
3,FINAL (12/6),1403,1379,30,177
3,10/23/72,1402,1121,28,120
3,49:00 - 51:00,1402,721,25,199
3,3/TLC,1403,462,26,75
3,3-48,1403,293,23,59
3,FLIGHT PLANNING BRANCH,1440,802,30,427
4,LM FLIGHT PLAN,108,891,43,399
4,MCC-H,165,1830,26,99
4,1453 CST,155,1596,26,122
4,CDR,166,1198,25,61
4,LMP,167,727,25,59
4,NOTES,167,310,26,104
4,138:00,204,1596,24,90
4,EQUIPMENT PREP FOR EVA-2,221,1061,29,368
4,:10,385,1595,26,43
4,-1:00,399,416,24,74
4,PLSS DONNING,531,1244,24,184
4,:20,570,1595,24,41
4,-0:45,676,414,25,77
4,S,709,1515,23,14
4,T,739,1514,23,15
4,138:30,756,1596,23,89
4,D,771,1513,23,16
4,N,803,1513,23,15
4,PLSS COMM CHECK,887,1200,24,230
4,CONFIGURE COMM FOR EVA,918,1092,24,337
4,:40,941,1594,24,42
4,RECORDER - ON,949,1232,24,199
4,-0:30,956,416,22,76
4,REPORT: PLSS O2 QUANTITY,980,1048,40,382
4,OPS CONNECT,1058,1264,23,168
4,:50,1126,1594,24,42
4,HELMET/GLOVE DONNING,1182,1124,25,306
4,-0:15,1233,419,24,75
4,139:00,1311,1594,24,89
4,MISSION,1352,1640,25,131
4,EDITION,1352,1408,25,124
4,DATE,1351,1142,24,77
4,TIME,1352,803,24,70
4,DAY/REV,1353,449,27,139
4,PAGE,1355,280,25,84
4,APOLLO 17,1390,1638,24,137
4,FINAL (12/6),1388,1386,30,179
4,10/23/72,1385,1127,26,120
4,138:00 - 139:00,1395,725,24,227
4,7/26,1391,472,27,61
4,3-176,1393,281,24,73
4,FLIGHT PLANNING BRANCH,1430,856,27,426
5,ENERGY DIARY,1046,94,294,33
5,15,81,118,26,33
5,Long,78,164,26,59
5,Covid,82,232,25,67
5,Week,144,292,76,23
5,Morning - a.m.,653,292,189,28
5,Afternoon / Evening - p.m.,1506,291,341,28
5,Workbooks,82,309,26,122
5,/ /,205,402,65,25
5,12,321,403,27,20
5,1,403,403,10,20
5,2,476,403,15,20
5,3,552,403,13,20
5,4,627,403,15,20
5,5,703,403,14,20
5,6,778,403,14,20
5,7,853,403,14,20
5,8,931,403,13,19
5,9,1008,403,14,19
5,10,1076,402,27,20
5,11,1150,403,23,20
5,12,1251,403,27,20
5,1,1333,402,10,20
5,2,1404,403,14,20
5,3,1477,402,14,20
5,4,1551,401,16,21
5,5,1628,402,14,21
5,6,1703,402,14,20
5,7,1777,402,15,20
5,8,1853,402,14,20
5,9,1928,403,14,20
5,10,1997,402,27,20
5,11,2073,402,22,20
5,Monday,146,476,98,27
5,Tuesday,145,566,107,28
5,Wednesday,144,649,134,25
5,Thursday,145,734,122,27
5,Friday,146,816,79,28
5,Saturday,146,905,115,28
5,Sunday,146,996,94,28
5,The key shows you what colours to use for each level of activity,139,1231,926,28
5,High Energy Activity,222,1303,275,28
5,Low Energy Activity,631,1303,269,28
5,Rest/Relaxation,1055,1304,206,22
5,Sleep,1508,1303,73,28
5,Crashed,1872,1304,110,22
6,CONFIDENTIALITY AND THE USE OF PATIENT INFORMATION,324,101,1065,34
6,NHS Scotland take care to ensure your personal information is only accessible to authorised people.,119,154,1343,37
6,"Staff have a legal and contractual duty to keep personal health information secure, and confidential.",118,190,1356,39
6,In order to find out more about current data protection legislation and how we process your,118,228,1257,36
6,"information, please visit www.nhsinform.scot and search for how the NHS handles your personal",118,264,1398,39
6,health information or ask a member of staff for a copy of the Data Protection Notice.,119,302,1145,35
6,ACKNOWLEDGMENT,680,445,357,29
6,That National Strategic Network for Long Covid would like to acknowledge and thank NHS Lanarkshire,117,495,1381,39
6,for their permission to develop this document for NHS Scotland.,117,534,861,36
6,DISCLAIMER,748,663,221,29
6,"The information within this workbook is provided 'as is' and for informational purposes only. As such, the",115,732,1417,38
6,user acknowledges that such information may be subject to change without notice.,116,770,1120,37
6,The information presented here does not replace the advice or counsel of a doctor or health care,115,839,1312,38
6,professional.,117,880,168,32
6,NHS inform - The national health,1108,1558,464,28
6,information service for Scotland.,1108,1594,434,29
6,www.nhsinform.co.uk,1107,1632,295,27
6,Tel No: 0800 22 44 88,1106,1670,303,27
6,If you need this information,1110,1727,354,33
6,"in another language or format,",1110,1768,394,33
6,please speak to a member of,1110,1805,371,33
6,your local team.,1109,1843,207,32
6,Pub. date:,1131,1925,110,22
6,November 2023,1328,1926,174,22
6,Review date:,1131,1964,138,22
6,November 2024,1328,1964,173,22
6,Care,288,1973,102,32
6,Opinion,288,2007,155,41
6,What's your story?,289,2053,133,18
6,www.careopinion.org.uk,116,2103,346,33
6,Long Covid Workbook 81,1218,2228,323,30
7,You may also find the sleep diary below useful to track your sleep and see,116,125,1397,41
7,how good it has been.,118,177,423,39
7,DAILY SLEEP DIARY,119,273,347,27
7,Complete the diary each morning (Day 1 will be your first morning). Don't worry too,117,317,1414,33
7,"much about giving exact answers, an estimate will do.",118,354,910,32
7,Questions,124,441,140,30
7,Day 1,560,441,74,30
7,Day 2,688,441,75,30
7,Day 3,810,441,75,30
7,Day 4,943,442,76,30
7,Day 5,1074,442,74,30
7,Day 6,1202,441,75,30
7,Day 7,1332,441,75,30
7,Day 8,1461,441,75,30
7,1. At what time did you,139,505,335,31
7,go to bed last night?,182,543,278,31
7,2. After settling down,137,614,300,31
7,how long did it take,183,649,269,31
7,you to fall asleep?,182,686,241,31
7,"3. After falling asleep,",138,760,302,31
7,about how many times,182,798,310,30
7,did you wake up during,182,834,323,32
7,the night?,182,872,140,31
7,4. After falling asleep how,137,951,360,31
7,long were you awake,183,989,287,31
7,during the night in total?,183,1025,339,32
7,5. At what time did you,138,1100,336,31
7,finally wake up?,182,1136,214,31
7,6. At what time did you,138,1205,340,33
7,get up?,182,1244,104,31
7,7. How long did you,138,1313,290,31
7,spend in bed last night,182,1351,310,31
7,(from first getting to,182,1386,276,32
7,finally getting up)?,182,1423,259,32
7,8. How would you rate the,138,1503,383,31
7,quality of your sleep last,182,1540,333,32
7,night?,183,1578,85,31
7,1,108,1615,13,23
7,2,206,1615,16,24
7,3,306,1614,16,25
7,4,406,1615,17,23
7,5,507,1615,16,24
7,V. Poor,105,1651,93,25
7,V.Good,422,1651,102,25
7,Loughborough,1359,1778,110,17
7,Sleep Research Centre,1344,1793,207,22
7,Long Covid Workbook 63,1218,2229,323,28
8,"16 Lambeth 2030 Our Future, Our Lambeth",78,75,454,20
8,"Lambeth 2030 Our Future, Our Lambeth",2772,75,412,20
8,17,3200,75,26,19
8,DIVERSE,322,352,328,57
8,SAFE,1042,353,280,85
8,BOROUGH,321,447,262,39
8,AREAS,1080,471,243,56
8,VIBRANT,317,522,226,38
8,PARKS,1153,562,170,40
8,"Our Future, Our Lambeth",1810,515,1120,88
8,CARE,319,588,117,32
8,FAIR,322,682,182,63
8,FRIENDLY,1136,696,188,30
8,INCLUSIVE,320,776,231,35
8,PEOPLE,1085,754,237,47
8,Our Vision Statement,1810,740,593,48
8,WELCOMING,318,844,316,37
8,THRIVING,1035,832,287,46
8,Lambeth - a borough with social and climate justice,1811,844,1234,48
8,at its heart. By harnessing the power and pride of our,1810,899,1270,48
8,GREEN SPACES,521,938,249,25
8,PARKS,521,977,108,25
8,LAMBETH,1196,981,255,40
8,"people and partnerships, we will proactively tackle",1810,955,1202,47
8,SPACES,521,1017,128,25
8,inequalities so that children and young people can have,1810,1011,1321,48
8,the best start in life and so everyone can feel safe and,1809,1065,1282,49
8,SUSTAINABLE,517,1104,268,30
8,AFFORDABLE,1193,1105,220,25
8,SHOPS,1194,1144,112,26
8,thrive in a place of opportunity.,1809,1122,737,48
8,LOCAL,518,1156,191,43
8,OPPORTUNITY,1194,1183,236,26
8,Our Commitments,1810,1226,437,39
8,Our 2030 Ambitions,2503,1227,465,38
8,The vision,155,1299,240,38
8,Our Commitments,849,1299,438,39
8,for Lambeth,1808,1282,291,38
8,The Golden Thread - A Borough of Equity,2501,1309,515,28
8,and Justice,2502,1342,143,22
8,for Lambeth,848,1355,290,38
8,1. We get the basics right and deliver great,1810,1363,565,28
8,Through listening and building on what we already,155,1382,598,27
8,public services that fit what people need,1842,1397,534,27
8,"know, we've created a vision for the future of",157,1415,533,25
8,1. Making Lambeth Neighbourhoods,2503,1409,453,27
8,To deliver this vision requires individual and collective,848,1437,627,27
8,-,1821,1448,11,7
8,Lambeth that's rooted in what people want. This is a,156,1449,625,27
8,We will take a one borough approach to deliver,1840,1439,584,28
8,Fit for the Future,2535,1441,204,23
8,vision that belongs to everyone.,155,1482,377,27
8,commitment and action. This means the Council and,849,1471,630,22
8,our services consistently and well,1841,1472,416,27
8,Lambeth's communities and organisations coming,849,1504,599,27
8,2. Making Lambeth One of the Safest,2502,1507,464,27
8,Achieving this future vision of Lambeth comes down,155,1549,622,27
8,together and standing as one to transform the ways,850,1538,616,27
8,2. People have a say and stake in the decisions,1809,1537,623,28
8,Boroughs in London,2534,1540,251,27
8,"to all of us. We are all connected, and we all have a",155,1582,612,26
8,we work.,848,1572,109,21
8,that matter,1841,1571,148,22
8,"stake in Lambeth to make it the best place to live,",156,1615,592,27
8,- We will be a listening and open borough that,1821,1612,571,27
8,3. Making Lambeth A Place We Can All,2502,1604,486,28
8,work and visit in the UK.,155,1649,289,22
8,"By listening to our communities, understanding their",849,1638,620,27
8,recognises and values our community voices,1841,1645,557,27
8,Call Home,2534,1639,129,22
8,"experiences, and aligning our priorities with theirs, we",849,1671,636,27
8,From our conversations we know people agree with a,156,1715,640,27
8,"can build confidence between Lambeth's institutions,",849,1704,634,26
8,"3. We work together in partnership, to harness",1809,1710,614,28
8,group of core priorities and ambitions for the future of,156,1749,637,27
8,"businesses, community groups and organisations,",849,1738,597,27
8,what makes Lambeth special,1840,1743,388,28
8,Lambeth. They are ready to come together and bring,156,1782,632,28
8,"and residents, and we can ensure that the changes",849,1771,611,27
8,- We will collaborate with our people and partners,1821,1784,616,28
8,"this vision to life, and there is also strong support in",155,1815,609,28
8,"we make, and the partnerships we form, are all",848,1804,561,28
8,to innovate and implement together,1847,1818,445,27
8,"the shift towards taking a longer-term view, SO that we",155,1849,645,27
8,"contributing to improving the lives of those who live,",849,1838,615,28
8,are ready for the unforeseen challenges of the future.,155,1882,626,28
8,"work, learn and visit our borough.",848,1871,399,27
8,"4. We are accessible, transparent and we stand",1808,1883,625,27
8,up to challenges,1840,1916,219,27
8,- We will focus on what our residents want and be,1821,1956,620,23
8,"honest about what we can and can't do, whilst",1841,1990,580,25
8,being courageous to take bold action,1841,2024,462,27
9,"Mouth breathing all the time may result in symptoms, such as:",119,109,1071,32
9,"A feeling of not being able to breathe deeply, or get a big breath in.",171,163,911,31
9,"Dry mouth, bad breath, and/or gum disease.",173,216,604,31
9,An annoying cough.,171,270,276,30
9,Frequent chest infections.,173,323,344,31
9,"Difficulty in swallowing, eating, and drinking.",173,376,611,32
9,Snoring and/or poor sleep.,172,430,363,31
9,"There are times when you may need to breathe through your mouth, such as:",116,513,1330,31
9,When your nose is blocked.,171,567,370,31
9,When you are exercising.,171,621,337,31
9,When you are feeling stressed or anxious.,171,674,560,31
9,"When the shape and size of your jaw, teeth or nose stop you from breathing through your nose.",171,728,1298,31
9,The nose:,116,812,166,25
9,"Acts as a filter, trapping small particles such as pollen and dust.",171,864,855,31
9,"Warms and humidifies the air, preventing dryness in the airways and lungs.",171,918,1015,32
9,Controls the speed of your breathing and in turn makes diaphragmatic breathing easier.,172,971,1187,31
9,Helps with speech and voice control.,173,1025,496,31
9,Helps with eating and drinking.,173,1079,422,31
9,Breathing with your Nose:,118,1161,447,32
9,If you find closing your mouth and breathing through your nose difficult - do not worry. You may only,117,1215,1384,31
9,"manage 2-3 breaths through your nose at a time. The more you practice nose breathing, the easier it",117,1253,1371,31
9,will become.,116,1290,172,25
9,"If you feel that you are breathing more through one nostril than the other - don't worry, this is normal.",117,1349,1395,32
9,"Our nose has a smart way of cleaning itself. While one nostril is going through the cleaning process, the",116,1386,1408,32
9,other nostril does all the work. They swap every 90 minutes or so.,116,1424,878,31
9,Aim to practice breathing through your nose little and often. You may want to:,116,1493,1350,32
9,"Change the position you are in when practicing nose breathing (lying down, sitting on a chair,",171,1547,1270,31
9,standing).,172,1585,133,31
9,Set yourself targets to increase the number of breaths you can manage.,172,1637,963,31
9,Set yourself targets to increase the length of time you can manage to breathe through your nose.,172,1691,1311,32
9,"If your nose is blocked, and has been blocked for some time, speak to your GP.",117,1760,1357,32
9,Things that may help include:,116,1798,506,32
9,Humming a song for 1-2 minutes a day,173,1852,529,31
9,Nose sprays,173,1906,160,30
9,Sinus clearing medication,172,1959,344,31
9,Nasal Rinsing. You can find about more about this here: https://www.nhsinform.scot/illnesses-and-,173,2012,1347,31
9,conditions/ears-nose-and-throat/allergic-rhinitis#treating-allergic-rhinitis,166,2049,1004,31
9,30 Long Covid Workbook,118,2229,334,29
10,"04 | Lambeth 2030 Our Future, Our Lambeth",77,75,456,22
10,"Lambeth 2030 Our Future, Our Lambeth 05",2771,75,455,20
10,Forewords,164,430,777,113
10,Lambeth has long been,159,697,554,48
10,"It is this open heart and pioneering spirit, along",848,698,557,27
10,I am truly honoured and,1812,697,563,48
10,We know we face major challenges when it comes,2501,698,605,27
10,"with our geographical connectivity, our vibrant and",848,731,599,28
10,"to making these ambitions a reality, not least the",2501,730,574,28
10,the home of inspirational,154,753,591,47
10,imaginative business community and passionate,848,764,578,28
10,proud to share our vision,1811,754,591,47
10,"entrenched inequities that persist across Lambeth,",2502,764,601,27
10,creativity and audacious,156,809,579,47
10,voluntary sector that places Lambeth in an,848,797,508,28
10,for Lambeth by 2030.,1809,809,498,47
10,despite good progress made to change this. That,2502,797,591,28
10,unparalleled position in London.,849,830,378,27
10,is why we are tying all our ambitions together with a,2502,830,616,28
10,innovation.,156,865,260,38
10,determination to be a borough of equity and justice,2502,864,609,28
10,But we cannot take our residents for granted. What,849,897,613,28
10,This is the product of a series of fruitful conversations,1808,891,634,28
10,"one that is fairer for our Black, Asian and Multi-",2524,897,557,25
10,"From William Blake to Olive Morris, artists and",156,946,546,26
10,"came through in the hundreds of conversations,",849,931,569,27
10,"about the borough - what makes Lambeth unique,",1809,924,604,27
10,"Ethnic residents, our LGBTQ+ residents, our disabled",2502,930,636,27
10,"meetings, workshops and roundtables we have held",849,964,623,28
10,"what we want it to look and feel like by 2030, and",1808,958,592,27
10,"residents, for women and girls, our faith communities",2502,964,631,27
10,activists have pushed the boundaries of what is,156,980,564,27
10,"what matters most to all of us who live, work, and",1808,992,594,25
10,possible and changed our borough for the better.,156,1013,585,28
10,"in developing Our Future, Our Lambeth, is that whilst",848,997,629,28
10,and those with lower socio-economic status. We,2502,998,582,23
10,"our communities are generous and tough, whilst",849,1031,575,28
10,visit the borough. That means that whilst the Council,1809,1024,626,28
10,will be relentless in our pursuit of more equitable,2502,1031,574,27
10,"We are a place of energy and ambition, a destination",154,1047,628,27
10,they possess incomparable levels of humanity and,848,1064,600,27
10,"has held the pen on the Borough Plan, it really does",1809,1057,616,28
10,for those who wish to make a difference. And we,155,1081,584,22
10,outcomes in all that we do together for Lambeth.,2503,1064,582,28
10,resilience their strength is not boundless.,849,1098,485,27
10,"belong to us all - residents, institutions, businesses,",1810,1091,615,28
10,"have long been a place of sanctuary, welcoming",156,1113,573,28
10,the voluntary and community sector - everyone who,1809,1125,625,27
10,Lambeth 2030 is a plan for everyone - it will bind us,2502,1130,618,28
10,communities from around the globe who have come,155,1147,624,27
10,It is incumbent upon us all to make the bold decisions,848,1165,642,27
10,has a stake in Lambeth.,1809,1157,285,23
10,to make Lambeth their home.,155,1180,353,23
10,"to work together, through cross-sector collaborations",2501,1165,634,27
10,"now, because the choices we make today will define",849,1198,626,28
10,"and brave conversations, to realise our 3 bold",2502,1198,545,25
10,the Lambeth we create for the next generation.,848,1230,559,28
10,"As Chief Executive of Lambeth Council, I am",1808,1224,533,25
10,ambitions. We have special ingredients in Lambeth,2503,1230,604,28
10,We also recognise that we are not an equal borough.,154,1247,631,27
10,We have faced exceptionally challenging times the,154,1281,617,29
10,"It is those challenges, both the ones we are grappling",848,1265,636,29
10,absolutely committed to improving the lives of every,1809,1257,617,28
10,"including world leading organisations, a vibrant",2523,1265,558,28
10,Lambeth resident - and I am determined not to leave,1809,1291,632,23
10,"devastating cuts to public services, austerity Britain,",156,1313,616,29
10,"with presently and the ones just around the corner,",848,1298,604,27
10,voluntary and community sector and passionate,2501,1298,574,27
10,"that Our Future, Our Lambeth seeks to address.",848,1331,573,25
10,"anyone behind. Lambeth faces distinct challenges,",1809,1325,603,27
10,"residents - which by working in partnership, can",2502,1331,575,27
10,"Brexit, the pandemic and the ongoing cost of living",157,1347,603,28
10,both now and in the future - and we know the,1810,1358,550,22
10,make a real difference.,2503,1365,267,22
10,crisis. The impacts are not felt equally and have,156,1381,564,27
10,We have a wonderful opportunity to transform,848,1398,549,27
10,impacts of these challenges are felt differently across,1809,1391,627,28
10,"exacerbated the chronic stresses of poverty, racism",156,1414,614,27
10,and reshape our neighbourhoods and equip our,849,1431,574,27
10,our diverse neighbourhoods and communities.,1809,1425,554,27
10,I want to thank you - our residents and partners -,2503,1430,594,28
10,and inequality that affect SO many in our community.,156,1447,619,27
10,communities to overcome future obstacles and,848,1465,561,22
10,for your involvement in shaping Lambeth 2030. | am,2501,1465,620,28
10,"enable us all to thrive. So, the Lambeth that we see",849,1497,612,26
10,"Collectively, we have to rise to these challenges and",1809,1492,617,28
10,continually struck by the pride people have for their,2503,1497,608,28
10,We saw during the coronavirus pandemic the,154,1514,542,27
10,"in 2030 is one that is healthier, safer and sustainable,",849,1531,629,25
10,be courageous to overcome them - not being afraid,1809,1525,620,27
10,local community and for Lambeth and share your,2502,1531,587,28
10,remarkable collective response of our borough when,155,1547,645,27
10,"the Council, businesses, voluntary and community",155,1580,601,28
10,and is active in tearing down deep-rooted inequalities.,848,1565,642,28
10,to do things differently to deliver greater impact for,1808,1558,600,28
10,passion and drive to be one of the best boroughs in,2503,1565,616,28
10,"ourselves, our friends, families and neighbours.",1810,1592,558,27
10,London. Lambeth 2030 is the first step towards our,2503,1598,615,27
10,organisations and residents came together as one,156,1614,597,27
10,"Our Future, Our Lambeth is the beginning of us",848,1631,563,28
10,future.,2502,1632,74,22
10,and carried us through the toughest of times. Our,156,1647,592,28
10,"taking that bold action, being brave in the face of an",848,1665,621,28
10,Lambeth 2030 is a vision for the best borough we can,1810,1657,644,28
10,partnership working and genuine collaboration is our,156,1681,626,28
10,"uncertain future, and, together, creating a more just",848,1698,611,27
10,be by 2030. That is a borough with social and climate,1809,1692,638,28
10,Let's do this together.,2503,1698,285,27
10,core strength. And what is unique about Lambeth,156,1714,592,27
10,and equitable Lambeth for us all.,848,1731,390,27
10,"justice at its heart. A borough that is safer, fit for the",1807,1725,615,28
10,is our diversity which forms the bedrock of that,155,1747,559,27
10,"future, and which everyone can have the opportunity",1809,1758,628,27
10,collective power.,155,1782,197,26
10,to call home.,1809,1792,152,22
10,We are the home of Windrush. We are home to,154,1846,564,24
10,London's largest LGBTQ+ community. We are home,157,1881,623,28
10,to the largest Portuguese-speaking community in,155,1914,588,28
10,London and increasingly are welcoming more of the,156,1947,616,28
10,Latin American community who are making Lambeth,156,1981,629,28
10,"their home. It is these foundations, being a place",155,2014,580,28
10,"of sanctuary and possessing a deeply welcoming,",155,2047,594,28
10,Bayo Dosunmu,2503,2033,196,28
10,Councillor Claire Holland,849,2057,316,23
10,Chief Executive - Lambeth Council,2503,2067,416,22
10,"collective, community spirit, an aspiring borough",156,2081,575,27
10,Leader of Lambeth Council,849,2090,324,23
10,"thirsty to achieve, which continues to see us through",156,2114,626,27
10,the challenges that are placed before us.,155,2147,485,27
11,THE BOOK COLLECTOR,409,120,282,15
11,the réduction had been published (Bonnier said) in something called,151,172,798,33
11,"Le National, of which I had not heard, after which it was reprinted",151,210,798,31
11,in Brussels :,151,249,134,23
11,den svenska öfversättningen har blifvit lagd till grund en fransysk bear-,178,310,770,30
11,"betning af boken, hvilken varit inford i följetongen till >>Le National",179,343,770,29
11,och sedermera blifvit tvenne ganger aftryckt i Brussel;6,178,376,596,30
11,"'The Swedish translation is based on a French adaptation of the book,",179,411,769,29
11,which has been presented in Le National in feuilletons and printed twice,178,444,771,28
11,since then in Brussels.',178,478,240,22
11,This had come as quite a surprise to me - although in a larger sense,178,547,772,33
11,it was no surprise at all - because the Bronte experts are unanimous,151,585,798,31
11,in saying that the first Jane Eyre in French was indeed this same,151,623,798,32
11,abridgement by 'Old Nick' and that it was first published not in,151,659,798,32
11,"Paris but at Brussels, in a Belgian monthly called Revue de Paris",151,698,799,32
11,"dated April-June 1849.7 7 Paris is not mentioned, nor Le National.",151,734,755,32
11,"This account had always struck me as odd, or suspect at least.",178,772,770,32
11,"After all, the translator was a Frenchman who had spent and would",151,809,797,32
11,"6. A. Bonnier, 'Reklamation [Complaint]', Aftonbladet (Stockholm) 29 April 1850, p.",150,888,797,26
11,[3].,152,918,29,25
11,It has not been noticed previously that Bonnier's Jane Eyre appeared in two distinct,150,947,799,25
11,"issues, both I) as a weekly serial (periodical) Europeiska foljetongen. Tidskrift for utlandsk",150,975,799,25
11,"roman-literatur, 9-23 February 1850 sold by subscription only, and also 2) as a mono-",152,1006,797,25
11,"graph in series, in book form, on or before I3 March 1850, bound in printed boards",151,1034,798,26
11,"and priced 32 skillingar banco. Only one copy is known of the latter, and it seems to",150,1063,799,26
11,"be a considerable discovery, not only in Bronte studies but in Swedish publishing his-",151,1093,797,25
11,"tory more generally. Bonnier's bibliographer, notably, knows of no such edition of",151,1121,802,25
11,anything published by Bonnier; and yet the lower cover of Jane Eyre lists thirty other,151,1149,799,27
11,"titles in the same series, and there is good evidence of the series in contemporary adver-",151,1181,798,25
11,tisements. Gunnel Furuland Bibliografi over svenska skönlitterära haftesserier 1833-1851,151,1209,797,26
11,"(2006) and Romanen som vardagsvara (2007), also Furuland to Dillon 20 December 2017",152,1238,797,25
11,- 2 February 2018.,150,1268,172,25
11,"7. e.g. Emile Langlois, 'Early Critics and Translators of Jane Eyre in France', Bronte",150,1296,799,25
11,"Society Transactions, vol. 16, no. I (1971), pp. II-I8, at p. I3; Inga-Stina Ewbank,",151,1326,797,25
11,'Reading the Brontes abroad: A study in the transmission of Victorian novels in con-,152,1356,797,25
11,"tinental Europe', in Maureen Bell et al, eds, Re-constructing the Book : Literary Texts",151,1385,799,26
11,"in Transmission (2001, 2018) pp. [84]-98, at p. 87; Christine Alexander, The Oxford",151,1413,800,26
11,"Companion to the Brontes (2003, 2018) p. 5II; Christopher Heywood, 'Vigny's Kitty",152,1443,797,25
11,"Bell, Eugène Sue's Mathilde, and ""Kitty Bell"", Bronte Studies, vol. 35, no. I (2010), pp.",151,1471,797,26
11,"40-56, at p. 5I Helen MacEwan, Through Belgian Eyes: Charlotte Bronte's Troubled",150,1500,801,26
11,"Brussels Legacy (Sussex Academic Press, 2017), p- 243.",151,1531,492,25
11,12,539,1609,21,13
12,FLIGHT PLAN,283,961,44,313
12,MCC-H,333,1798,26,101
12,2353 CST,326,1593,24,123
12,NOTES,337,260,26,103
12,27:00,373,1597,23,77
12,DAP LOAD STATUS,398,266,26,227
12,(21101) (_ 1111),427,283,35,208
12,:20,558,1596,24,41
12,:40,745,1596,24,40
12,S,885,1511,23,15
12,T,914,1511,22,15
12,28:00,928,1596,24,75
12,REST PERIOD,916,922,24,170
12,D,946,1510,22,15
12,(8 HOURS),944,941,31,131
12,PTC,936,588,23,43
12,N,978,1510,22,15
12,:20,1113,1596,24,40
12,:40,1296,1596,24,40
12,29:00,1480,1595,23,75
12,MISSION,1518,1635,25,130
